Blocked,BUSI 451 001,Distance Education,1,,,
Blocked,BUSI 451 002,Distance Education,2,,,
Blocked,BUSI 452 001,Distance Education,1,,,
Blocked,BUSI 452 002,Distance Education,2,,,
Blocked,BUSI 453 101,Lecture,1,Tue,18:30,21:30
Blocked,BUSI 453 102,Lecture,1,Thu,18:30,21:30
Blocked,BUSI 453 201,Lecture,2,Tue,18:30,21:30
Blocked,BUSI 453 202,Distance Education,2,,,
Blocked,BUSI 455 101,Lecture,1,Sat,9:00,12:00
Blocked,BUSI 455 102,Lecture,1,Mon,18:30,21:30
Blocked,BUSI 455 201,Lecture,2,Thu,18:30,21:30
Blocked,BUSI 455 202,Lecture,2,Sat,9:00,12:00
Blocked,BUSI 460 001,Distance Education,1,,,
Blocked,BUSI 460 002,Distance Education,2,,,
Blocked,BUSI 465 101,Lecture,1,Mon Wed Fri,16:00,17:00
Blocked,BUSI 465 203,Flexible Learning,2,Mon,18:00,21:00
Unreleased,BUSI 486B 001,Seminar,1-2,,,
Blocked,BUSI 493 101,Lecture,1,Fri,9:30,12:30
Blocked,BUSI 493 201,Lecture,2,Fri,9:30,12:30
Blocked,BUSI 497 001,Distance Education,1-2,,,
Blocked,BUSI 497 002,Distance Education,1-2,,,
Unreleased,BUSI 499 001,Distance Education,1-2,,,
Unreleased,BUSI 499 002,Distance Education,1-2,,,
,CAPS 303 001,Laboratory,1-2,Thu,14:00,17:00
,CAPS 390 001,Lecture,1,Mon Wed Fri,10:00,11:00
,CAPS 390 01W,Waiting List,1,Mon Wed Fri,,
,CAPS 391 001,Lecture,2,Mon Wed Fri,10:00,11:00
,CAPS 391 01W,Waiting List,2,Mon Wed Fri,,
Blocked,CAPS 398 001,Work Placement,1,,,
Blocked,CAPS 398 002,Work Placement,2,,,
Blocked,CAPS 399 001,Work Placement,1,,,
Blocked,CAPS 399 002,Work Placement,2,,,
Blocked,CAPS 448A 001,Directed Studies,1,Sun,,
Blocked,CAPS 448B 002,Directed Studies,2,Mon,,
Blocked,CAPS 448C 003,Directed Studies,1-2,Sun,,
Restricted,CAPS 449 001,Essay/Report,1-2,Sun,,
Blocked,CAPS 498 001,Work Placement,1,,,
Blocked,CAPS 498 002,Work Placement,2,,,
Blocked,CAPS 499 001,Work Placement,1,,,
Blocked,CAPS 499 002,Work Placement,2,,,
Blocked,CCFI 580A 051,Directed Studies,1,,,
Blocked,CCFI 580B 052,Directed Studies,2,,,
Blocked,CCFI 580C 050,Directed Studies,1-2,,,
Blocked,CCFI 590 050,Essay/Report,1-2,,,
Blocked,CCFI 590 051,Essay/Report,1,,,
Blocked,CCFI 590 052,Essay/Report,2,,,
Blocked,CCFI 699 050,Thesis,1-2,,,
Blocked,CCFI 699 051,Thesis,1,,,
Blocked,CCFI 699 052,Thesis,2,,,
Restricted,CCST 500 001,Seminar,1,Mon,14:00,17:00
Restricted,CCST 502 001,Seminar,2,Thu,14:00,17:00
Restricted,CCST 503 001,Seminar,1-2,Wed,10:00,13:00
Restricted,CEEN 523 201,Lecture,2,Thu,11:00,12:30
Restricted,CEEN 525 101,Lecture,1,Wed,15:00,17:00
,CEEN 525 T01,Tutorial,1,Mon,14:00,15:00
Blocked,CEEN 596 005,Project,1,Mon,,
Blocked,CEEN 596 305,Project,2,,,
Restricted,CELL 501 001,Lecture,2,Mon Wed,,
Restricted,CELL 503 01W,Waiting List,2,,,
Restricted,CELL 504 01W,Waiting List,2,,,
Restricted,CELL 505 01W,Waiting List,2,,,
Restricted,CELL 506 01W,Waiting List,2,,,
Restricted,CELL 507 01W,Waiting List,1,,,
Blocked,CELL 508 01W,Waiting List,2,Wed,,
Restricted,CELL 509 01W,Waiting List,2,,,
,CELL 549 001,Thesis,1,,,
,CELL 549 002,Thesis,2,,,
,CELL 549 003,Thesis,1-2,,,
,CELL 649 001,Thesis,1,,,
,CELL 649 002,Thesis,2,,,
,CELL 649 003,Thesis,1-2,,,
,CENS 201 001,Lecture,1,Tue Thu,11:00,12:30
,CENS 201 002,Lecture,2,Tue Thu,15:30,17:00
,CENS 201 003,Lecture,2,Tue Thu,11:00,12:30
,CENS 202 001,Lecture,2,Tue Thu,11:00,12:30
,CENS 202 002,Lecture,2,Tue Thu,11:00,12:30
,CENS 202 003,Lecture,1,Tue Thu,14:00,15:30
,CENS 303A 99A,Distance Education,A,,,
,CENS 303A 99C,Distance Education,C,,,
,CENS 303B 99A,Distance Education,A,,,
,CENS 303B 99C,Distance Education,C,,,
,CENS 307 001,Lecture,1,Tue Thu,9:30,11:00
,CENS 404 001,Lecture,2,Tue Thu,14:00,15:30
STT,CHBE 201 001,Lecture,2,Tue,11:00,12:30
STT,CHBE 201 002,Lecture,2,Wed,14:00,15:30
STT,CHBE 201 003,Lecture,2,Mon,14:00,15:30
STT,CHBE 201 104,Lecture,1,Tue Thu,14:00,15:30
Restricted,CHBE 220 101,Lecture,1,Tue Thu,8:00,9:30
STT,CHBE 220 T1A,Tutorial,1,Thu,15:30,17:30
Restricted,CHBE 221 201,Lecture,2,Tue Thu,9:30,11:00
Restricted,CHBE 221 T2A,Tutorial,2,Fri*,15:00,17:00
Restricted,CHBE 230 201,Lecture,2,Tue,15:30,17:30
Cancelled,CHBE 241 101,Lecture,1,,,
Restricted,CHBE 241 T1A,Problem Session,1,Thu,13:00,14:00
STT,CHBE 241 102,Lecture,1,Mon Wed Fri,10:00,11:00
Restricted,CHBE 241 T1A,Problem Session,1,Thu,13:00,14:00
STT,CHBE 244 201,Lecture,2,Mon Wed Fri,11:00,12:00
Restricted,CHBE 244 T2A,Problem Session,2,Thu*,12:00,14:00
Restricted,CHBE 251 201,Lecture,2,Mon Wed Fri,10:00,11:00
Restricted,CHBE 251 T2A,Problem Session,2,Thu^,12:00,14:00
STT,CHBE 263 101,Laboratory,1,Mon,13:30,15:30
STT,CHBE 263 102,Laboratory,1,Mon,16:00,18:00
STT,CHBE 263 103,Laboratory,1,Wed,13:30,15:30
STT,CHBE 263 104,Laboratory,1,Wed,16:00,18:00
STT,CHBE 264 201,Laboratory,2,Mon,14:00,18:00
STT,CHBE 264 202,Laboratory,2,Wed,14:00,18:00
Restricted,CHBE 344 101,Lecture,1,Mon Wed Fri,11:00,12:00
Restricted,CHBE 344 T1A,Problem Session,1,Thu,14:00,15:00
Restricted,CHBE 346 101,Lecture,1,Mon Wed Fri,10:00,11:00
Restricted,CHBE 346 T1A,Problem Session,1,Mon^,14:00,16:00
Restricted,CHBE 355 201,Lecture,2,Mon Fri Wed,12:00,13:00
Restricted,CHBE 355 T2A,Tutorial,2,Wed,11:00,12:00
Restricted,CHBE 356 201,Tutorial,2,Mon Wed Fri,9:00,10:00
Restricted,CHBE 356 L2A,Tutorial,2,Wed,13:00,14:00
STT,CHBE 356 T2A,Tutorial,2,Mon,16:00,17:00
Blocked,CHBE 362 101,Laboratory,1,Tue,14:00,18:00
STT,CHBE 362 102,Laboratory,1,Fri,13:00,17:00
Blocked,CHBE 362 WL1,Waiting List,1,,,
Restricted,CHBE 364 101,Laboratory,1,Fri,8:00,12:00
STT,CHBE 365 201,Laboratory,2,Tue,13:00,17:00
STT,CHBE 366 201,Laboratory,2,Tue,13:00,17:00
STT,CHBE 366 202,Laboratory,2,Fri,13:00,17:00
STT,CHBE 370 101,Lecture,1,Tue Thu,9:30,11:00
STT,CHBE 370 T1A,Tutorial,1,Wed^,14:00,16:00
Restricted,CHBE 373 101,Lecture,1,Tue Thu,11:00,12:30
Restricted,CHBE 373 T1A,Tutorial,1,Wed^,16:00,18:00
Restricted,CHBE 376 T2A,Problem Session,2,Wed,14:00,16:00
Restricted,CHBE 381 201,Lecture,2,Mon Fri,10:00,11:30
Restricted,CHBE 381 T2A,Problem Session,2,Mon*,14:00,16:00
Restricted,CHBE 402 201,Lecture,2,Mon Wed Fri,14:00,15:00
Restricted,CHBE 419 201,Lecture,2,Mon,13:00,14:00
Restricted,CHBE 419 L2A,Laboratory,2,Wed,13:00,17:00
Restricted,CHBE 451 201,Lecture,2,Mon Wed,10:00,11:30
Blocked,CHBE 455 101,Lecture,1,Tue Thu,11:00,12:30
STT,CHBE 455 201,Lecture,2,Mon Wed Fri,9:00,10:00
Restricted,CHBE 456 101,Lecture,1,Mon Wed Fri,9:00,10:00
STT,CHBE 456 T1A,Problem Session,1,Tue^,15:30,17:30
Restricted,CHBE 457 101,Lecture,1,Tue Thu,9:30,11:00
Restricted,CHBE 457 T1A,Problem Session,1,Tue*,15:30,17:30
Restricted,CHBE 459 201,Lecture,2,Tue Thu,9:30,11:00
STT,CHBE 464 001,Laboratory,1-2,Thu,12:30,18:30
Restricted,CHBE 474 101,Lecture,1,Mon Wed Fri,13:00,14:00
Restricted,CHBE 474 L1A,Laboratory,1,Mon^,14:00,16:00
Restricted,CHBE 476 101,Lecture,1,Wed Fri,11:00,12:00
Restricted,CHBE 476 T1A,Tutorial,1,Mon,16:00,18:00
Restricted,CHBE 477 201,Lecture,2,Tue Thu,11:00,12:30
Restricted,CHBE 481 101,Lecture,1,Tue Thu,8:00,9:30
Restricted,CHBE 481 T1A,Problem Session,1,Mon*,14:00,16:00
Restricted,CHBE 482 201,Lecture,2,Mon Wed Fri,13:00,14:00
Restricted,CHBE 482 T2A,Tutorial,2,Mon,12:00,13:00
Restricted,CHBE 483 101,Lecture,1,Mon Wed Fri,10:00,11:00
,CHBE 484 201,Lecture,2,Mon Wed Fri,9:00,10:00
Restricted,CHBE 485 101,Lecture,1,Mon Wed Fri,12:00,13:00
Restricted,CHBE 485 T1A,Tutorial,1,Wed*,14:00,16:00
Restricted,CHBE 486 201,Lecture,2,Mon Wed,16:00,17:30
STT,CHBE 487 202,Lecture,2,Tue Thu,8:00,9:30
Restricted,CHBE 491 101,Thesis,1,Sun,20:30,21:30
Restricted,CHBE 492 201,Thesis,2,Mon,,
Restricted,CHBE 493 101,Thesis,1,Fri,20:30,21:30
Restricted,CHBE 494 201,Thesis,2,Sun,,
Restricted,CHBE 495 101,Thesis,1,Mon,7:00,8:00
Restricted,CHBE 496 201,Thesis,2,Thu,12:00,13:00
Restricted,CHBE 549 001,Thesis,1-2,Mon,19:00,20:00
Restricted,CHBE 549 101,Thesis,1,,,
Unreleased,CHBE 549 201,Thesis,2,Sun,18:30,19:00
Restricted,CHBE 550 101,Lecture,1,Tue Thu,11:00,12:30
Restricted,CHBE 551 201,Lecture,2,Mon Wed,10:00,11:30
Restricted,CHBE 553 201,Lecture,2,Tue Thu,9:30,11:00
Restricted,CHBE 554 101,Lecture,1,Tue Thu,12:30,14:00
Restricted,CHBE 559F 102,Directed Studies,1,Tue,17:00,20:00
Restricted,CHBE 560 201,Lecture,2,Mon,10:00,11:30
Restricted,CHBE 560 T2A,Problem Session,2,Mon^,14:00,16:00
STT,CHBE 563 101,Lecture,1,Mon Wed Fri,15:00,16:30
,CHBE 564 201,Lecture,2,Mon,13:00,14:00
Restricted,CHBE 564 L2A,Laboratory,2,Wed,13:00,17:00
Restricted,CHBE 575 101,Lecture,1,Mon Wed Fri,12:00,13:00
Restricted,CHBE 575 T1A,Tutorial,1,Wed*,14:00,16:00
Restricted,CHBE 577 201,Lecture,2,Tue Thu,11:00,12:30
Restricted,CHBE 583 101,Lecture,1,Mon Wed Fri,10:00,11:00
Restricted,CHBE 587 201,Lecture,2,Tue Thu,8:00,9:30
,CHBE 596 001,Essay/Report,1-2,Sun,,
,CHBE 596 101,Essay/Report,1,Mon,,
,CHBE 596 201,Essay/Report,2,,,
,CHBE 599 001,Thesis,1-2,Sat,,
Blocked,CHBE 599 101,Thesis,1,Thu,,
Blocked,CHBE 599 201,Thesis,2,Sat,,
,CHBE 699 001,Thesis,1-2,Tue,,
,CHBE 699 101,Thesis,1,Fri,,
Blocked,CHBE 699 201,Thesis,2,Wed,,
STT,CHEM 121 101,Lecture,1,Mon Wed Fri,13:00,14:00
,CHEM 121 L08,Laboratory,1,Fri,9:00,12:00
,CHEM 121 L09,Laboratory,1,Fri,14:00,17:00
,CHEM 121 102,Lecture,1,Mon Wed Fri,14:00,15:00
,CHEM 121 L02,Laboratory,1,Tue,9:30,12:30
,CHEM 121 L03,Laboratory,1,Tue,14:00,17:00
,CHEM 121 L06,Laboratory,1,Thu,9:30,12:30
,CHEM 121 L07,Laboratory,1,Thu,14:00,17:00
,CHEM 121 L08,Laboratory,1,Fri,9:00,12:00
Blocked,CHEM 121 XMT,Laboratory,1,,,
,CHEM 121 103,Lecture,1,Mon Wed Fri,15:00,16:00
,CHEM 121 L02,Laboratory,1,Tue,9:30,12:30
,CHEM 121 L03,Laboratory,1,Tue,14:00,17:00
,CHEM 121 L06,Laboratory,1,Thu,9:30,12:30
,CHEM 121 L07,Laboratory,1,Thu,14:00,17:00
,CHEM 121 L08,Laboratory,1,Fri,9:00,12:00
Blocked,CHEM 121 XMT,Laboratory,1,,,
,CHEM 121 110,Lecture,1,Mon Wed Fri,10:00,11:00
,CHEM 121 L02,Laboratory,1,Tue,9:30,12:30
,CHEM 121 L03,Laboratory,1,Tue,14:00,17:00
Blocked,CHEM 121 L05,Laboratory,1,Wed,14:00,17:00
,CHEM 121 L06,Laboratory,1,Thu,9:30,12:30
,CHEM 121 L07,Laboratory,1,Thu,14:00,17:00
,CHEM 121 L09,Laboratory,1,Fri,14:00,17:00
Blocked,CHEM 121 XMT,Laboratory,1,,,
,CHEM 121 111,Lecture,1,Mon Wed Fri,11:00,12:00
,CHEM 121 L02,Laboratory,1,Tue,9:30,12:30
,CHEM 121 L03,Laboratory,1,Tue,14:00,17:00
Blocked,CHEM 121 L05,Laboratory,1,Wed,14:00,17:00
,CHEM 121 L06,Laboratory,1,Thu,9:30,12:30
,CHEM 121 L07,Laboratory,1,Thu,14:00,17:00
,CHEM 121 L09,Laboratory,1,Fri,14:00,17:00
Blocked,CHEM 121 XMT,Laboratory,1,,,
,CHEM 121 122,Lecture,1,Tue Thu,14:00,15:30
,CHEM 121 L02,Laboratory,1,Tue,9:30,12:30
Blocked,CHEM 121 L05,Laboratory,1,Wed,14:00,17:00
,CHEM 121 L06,Laboratory,1,Thu,9:30,12:30
,CHEM 121 L08,Laboratory,1,Fri,9:00,12:00
,CHEM 121 L09,Laboratory,1,Fri,14:00,17:00
Blocked,CHEM 121 XMT,Laboratory,1,,,
,CHEM 121 133,Lecture,1,Tue Thu,15:30,17:00
,CHEM 121 L02,Laboratory,1,Tue,9:30,12:30
Blocked,CHEM 121 L05,Laboratory,1,Wed,14:00,17:00
,CHEM 121 L06,Laboratory,1,Thu,9:30,12:30
,CHEM 121 L08,Laboratory,1,Fri,9:00,12:00
,CHEM 121 L09,Laboratory,1,Fri,14:00,17:00
Blocked,CHEM 121 XMT,Laboratory,1,,,
,CHEM 121 188,Lecture,1,Tue Thu,8:00,9:30
,CHEM 121 L02,Laboratory,1,Tue,9:30,12:30
,CHEM 121 L03,Laboratory,1,Tue,14:00,17:00
Blocked,CHEM 121 L05,Laboratory,1,Wed,14:00,17:00
,CHEM 121 L06,Laboratory,1,Thu,9:30,12:30
,CHEM 121 L07,Laboratory,1,Thu,14:00,17:00
,CHEM 121 L08,Laboratory,1,Fri,9:00,12:00
,CHEM 121 L09,Laboratory,1,Fri,14:00,17:00
Blocked,CHEM 121 XMT,Laboratory,1,,,
,CHEM 121 199,Lecture,1,Tue Thu,9:30,11:00
,CHEM 121 L03,Laboratory,1,Tue,14:00,17:00
Blocked,CHEM 121 L05,Laboratory,1,Wed,14:00,17:00
,CHEM 121 L07,Laboratory,1,Thu,14:00,17:00
,CHEM 121 L08,Laboratory,1,Fri,9:00,12:00
,CHEM 121 L09,Laboratory,1,Fri,14:00,17:00
Blocked,CHEM 121 XMT,Laboratory,1,,,
,CHEM 121 1W1,Waiting List,1,,,
,CHEM 121 A11,Lecture,1,Mon Wed Fri,11:00,12:00
,CHEM 121 L02,Laboratory,1,Tue,9:30,12:30
,CHEM 121 L03,Laboratory,1,Tue,14:00,17:00
Blocked,CHEM 121 L05,Laboratory,1,Wed,14:00,17:00
,CHEM 121 L06,Laboratory,1,Thu,9:30,12:30
,CHEM 121 L07,Laboratory,1,Thu,14:00,17:00
,CHEM 121 L08,Laboratory,1,Fri,9:00,12:00
,CHEM 121 L09,Laboratory,1,Fri,14:00,17:00
Blocked,CHEM 121 XMT,Laboratory,1,,,
STT,CHEM 121 V01,Lecture,1,Mon Wed Fri,12:00,13:00
STT,CHEM 121 VL8,Laboratory,1,Fri,9:00,12:00
STT,CHEM 121 VL9,Laboratory,1,Fri,14:00,17:00
STT,CHEM 121 VT8,Tutorial,1,Fri,9:00,12:00
STT,CHEM 121 VT9,Tutorial,1,Fri,14:00,17:00
STT,CHEM 121 V02,Lecture,1,Mon Wed Fri,13:00,14:00
STT,CHEM 121 VL8,Laboratory,1,Fri,9:00,12:00
STT,CHEM 121 VL9,Laboratory,1,Fri,14:00,17:00
STT,CHEM 121 VT8,Tutorial,1,Fri,9:00,12:00
STT,CHEM 121 VT9,Tutorial,1,Fri,14:00,17:00
STT,CHEM 123 201,Lecture,2,Mon Wed Fri,13:00,14:00
,CHEM 123 L08,Laboratory,2,Fri,9:00,12:00
,CHEM 123 L09,Laboratory,2,Fri,14:00,17:00
,CHEM 123 202,Lecture,2,Mon Wed Fri,14:00,15:00
,CHEM 123 L02,Laboratory,2,Tue,9:30,12:30
,CHEM 123 L03,Laboratory,2,Tue,14:00,17:00
,CHEM 123 L06,Laboratory,2,Thu,9:30,12:30
,CHEM 123 L07,Laboratory,2,Thu,14:00,17:00
,CHEM 123 L08,Laboratory,2,Fri,9:00,12:00
Blocked,CHEM 123 XMT,Laboratory,2,,,
,CHEM 123 203,Lecture,2,Mon Wed Fri,15:00,16:00
,CHEM 123 L02,Laboratory,2,Tue,9:30,12:30
,CHEM 123 L03,Laboratory,2,Tue,14:00,17:00
,CHEM 123 L06,Laboratory,2,Thu,9:30,12:30
,CHEM 123 L07,Laboratory,2,Thu,14:00,17:00
,CHEM 123 L08,Laboratory,2,Fri,9:00,12:00
Blocked,CHEM 123 XMT,Laboratory,2,,,
,CHEM 123 210,Lecture,2,Mon Wed Fri,10:00,11:00
,CHEM 123 L02,Laboratory,2,Tue,9:30,12:30
,CHEM 123 L03,Laboratory,2,Tue,14:00,17:00
,CHEM 123 L05,Laboratory,2,Wed,14:00,17:00
,CHEM 123 L06,Laboratory,2,Thu,9:30,12:30
,CHEM 123 L07,Laboratory,2,Thu,14:00,17:00
,CHEM 123 L09,Laboratory,2,Fri,14:00,17:00
Blocked,CHEM 123 XMT,Laboratory,2,,,
,CHEM 123 211,Lecture,2,Mon Wed Fri,11:00,12:00
,CHEM 123 L02,Laboratory,2,Tue,9:30,12:30
,CHEM 123 L03,Laboratory,2,Tue,14:00,17:00
,CHEM 123 L05,Laboratory,2,Wed,14:00,17:00
,CHEM 123 L06,Laboratory,2,Thu,9:30,12:30
,CHEM 123 L07,Laboratory,2,Thu,14:00,17:00
,CHEM 123 L09,Laboratory,2,Fri,14:00,17:00
Blocked,CHEM 123 XMT,Laboratory,2,,,
,CHEM 123 222,Lecture,2,Tue Thu,14:00,15:30
,CHEM 123 L02,Laboratory,2,Tue,9:30,12:30
,CHEM 123 L05,Laboratory,2,Wed,14:00,17:00
,CHEM 123 L06,Laboratory,2,Thu,9:30,12:30
,CHEM 123 L08,Laboratory,2,Fri,9:00,12:00
,CHEM 123 L09,Laboratory,2,Fri,14:00,17:00
Blocked,CHEM 123 XMT,Laboratory,2,,,
,CHEM 123 266,Lecture,2,Tue Thu,11:00,12:30
,CHEM 123 L03,Laboratory,2,Tue,14:00,17:00
,CHEM 123 L05,Laboratory,2,Wed,14:00,17:00
,CHEM 123 L07,Laboratory,2,Thu,14:00,17:00
,CHEM 123 L08,Laboratory,2,Fri,9:00,12:00
,CHEM 123 L09,Laboratory,2,Fri,14:00,17:00
Blocked,CHEM 123 XMT,Laboratory,2,,,
,CHEM 123 299,Lecture,2,Tue Thu,9:30,11:00
,CHEM 123 L03,Laboratory,2,Tue,14:00,17:00
,CHEM 123 L05,Laboratory,2,Wed,14:00,17:00
,CHEM 123 L07,Laboratory,2,Thu,14:00,17:00
,CHEM 123 L08,Laboratory,2,Fri,9:00,12:00
,CHEM 123 L09,Laboratory,2,Fri,14:00,17:00
Blocked,CHEM 123 XMT,Laboratory,2,,,
,CHEM 123 2W1,Waiting List,2,,,
Blocked,CHEM 154 111,Lecture,1,Tue Thu,11:00,12:30
Blocked,CHEM 154 L01,Laboratory,1,Mon,14:00,17:00
Blocked,CHEM 154 L04,Laboratory,1,Wed,9:00,12:00
Blocked,CHEM 154 XMT,Laboratory,1,,,
Blocked,CHEM 154 133,Lecture,1,Tue Thu,15:30,17:00
Blocked,CHEM 154 L01,Laboratory,1,Mon,14:00,17:00
Blocked,CHEM 154 L04,Laboratory,1,Wed,9:00,12:00
Blocked,CHEM 154 XMT,Laboratory,1,,,
Blocked,CHEM 154 177,Lecture,1,Tue Thu,12:30,14:00
Blocked,CHEM 154 L01,Laboratory,1,Mon,14:00,17:00
Blocked,CHEM 154 L04,Laboratory,1,Wed,9:00,12:00
Blocked,CHEM 154 XMT,Laboratory,1,,,
Blocked,CHEM 154 1W1,Waiting List,1,,,
Blocked,CHEM 154 9AR,Lecture,1,,,
Restricted,CHEM 203 101,Lecture,1,Mon Wed Fri,13:00,14:00
STT,CHEM 203 L06,Laboratory,1,Thu,9:30,12:30
STT,CHEM 203 L07,Laboratory,1,Thu,14:00,17:00
,CHEM 203 L08,Laboratory,1,Fri,9:00,12:00
,CHEM 203 L09,Laboratory,1,Fri,14:00,17:00
Blocked,CHEM 203 XMT,Laboratory,1,,,
,CHEM 203 1W1,Waiting List,1,Mon Wed Fri,,
,CHEM 205 203,Lecture,2,Mon Wed Fri,15:00,16:00
,CHEM 205 210,Lecture,2,Mon Wed Fri,10:00,11:00
,CHEM 205 222,Lecture,2,Tue Thu,14:00,15:30
,CHEM 205 299,Lecture,2,Tue Thu,9:30,11:00
,CHEM 205 2W1,Waiting List,2,,,
Blocked,CHEM 208 112,Lecture,1,Mon Wed Fri,12:00,13:00
,CHEM 208 T07,Tutorial,1,Thu,17:00,18:00
Blocked,CHEM 211 188,Lecture,1,Tue Thu,8:00,9:30
Blocked,CHEM 211 L13,Laboratory,1,Tue,14:00,17:00
Blocked,CHEM 211 L14,Laboratory,1,Wed,9:00,12:00
Blocked,CHEM 211 L15,Laboratory,1,Wed,14:00,17:00
Blocked,CHEM 211 L16,Laboratory,1,Thu,9:30,12:30
Blocked,CHEM 211 XMT,Laboratory,1,,,
,CHEM 211 1W1,Waiting List,1,Tue Thu,,
,CHEM 211 288,Lecture,2,Tue Thu,8:00,9:30
,CHEM 211 L22,Laboratory,2,Tue,9:30,12:30
,CHEM 211 L23,Laboratory,2,Tue,14:00,17:00
,CHEM 211 L24,Laboratory,2,Wed,9:00,12:00
,CHEM 211 L25,Laboratory,2,Wed,14:00,17:00
Blocked,CHEM 211 YMT,Laboratory,2,,,
,CHEM 211 2W1,Waiting List,2,Tue Thu,,
Restricted,CHEM 213 201,Lecture,2,Mon Wed Fri,13:00,14:00
,CHEM 213 2W1,Waiting List,2,Mon Wed Fri,,
,CHEM 218 212,Lecture,2,Mon Wed Fri,12:00,13:00
,CHEM 218 T07,Tutorial,2,Thu,17:00,18:00
Blocked,CHEM 233 103,Lecture,1,Mon Wed Fri,15:00,16:00
Blocked,CHEM 233 108,Lecture,1,Mon Wed Fri,8:00,9:00
Blocked,CHEM 233 110,Lecture,1,Mon Wed Fri,10:00,11:00
Blocked,CHEM 233 122,Lecture,1,Tue Thu,14:00,15:30
Blocked,CHEM 233 199,Lecture,1,Tue Thu,9:30,11:00
Blocked,CHEM 233 1W1,Waiting List,1,,,
Blocked,CHEM 235 0W1,Waiting List,1-2,,,
,CHEM 235 2W1,Waiting List,2,,,
Blocked,CHEM 235 L06,Laboratory,1,Thu,9:30,12:30
Blocked,CHEM 235 L07,Laboratory,1,Thu,14:00,17:00
Blocked,CHEM 235 L08,Laboratory,1,Fri,9:00,12:00
Blocked,CHEM 235 L09,Laboratory,1,Fri,14:00,17:00
,CHEM 235 L12,Laboratory,1,Tue,9:30,12:30
,CHEM 235 L13,Laboratory,1,Tue,14:00,17:00
,CHEM 235 L14,Laboratory,1,Wed,9:00,12:00
,CHEM 235 L15,Laboratory,1,Wed,14:00,17:00
,CHEM 235 L16,Laboratory,1,Thu,9:30,12:30
,CHEM 235 L17,Laboratory,1,Thu,14:00,17:00
,CHEM 235 L18,Laboratory,1,Fri,9:00,12:00
,CHEM 235 L22,Laboratory,2,Tue,9:30,12:30
,CHEM 235 L23,Laboratory,2,Tue,14:00,17:00
,CHEM 235 L24,Laboratory,2,Wed,9:00,12:00
,CHEM 235 L25,Laboratory,2,Wed,14:00,17:00
,CHEM 235 L26,Laboratory,2,Thu,9:30,12:30
,CHEM 235 L27,Laboratory,2,Thu,14:00,17:00
Blocked,CHEM 235 XMT,Laboratory,1,,,
,CHEM 245 2W1,Waiting List,2,,,
Restricted,CHEM 245 L06,Laboratory,2,Thu,9:30,12:30
Restricted,CHEM 245 T03,Tutorial,2,Tue,17:00,18:00
Restricted,CHEM 245 L07,Laboratory,2,Thu,14:00,17:00
Restricted,CHEM 245 T03,Tutorial,2,Tue,17:00,18:00
Restricted,CHEM 245 L08,Laboratory,2,Fri,9:00,12:00
Restricted,CHEM 245 T03,Tutorial,2,Tue,17:00,18:00
Restricted,CHEM 245 L09,Laboratory,2,Fri,14:00,17:00
Restricted,CHEM 245 T03,Tutorial,2,Tue,17:00,18:00
Blocked,CHEM 245 XMT,Laboratory,2,,,
,CHEM 250 111,Lecture,1,Tue Thu,11:00,12:30
,CHEM 250 1W1,Waiting List,1,Tue Thu,,
,CHEM 260 109,Lecture,1,Mon Wed Fri,9:00,10:00
,CHEM 260 1W1,Waiting List,1,Mon Wed Fri,,
Restricted,CHEM 300 109,Lecture,1,Mon Wed Fri,9:00,10:00
,CHEM 300 GP1,Lecture,1,Tue,12:30,14:00
Restricted,CHEM 300 110,Lecture,1,Mon Wed Fri,10:00,11:00
,CHEM 300 GP1,Lecture,1,Tue,12:30,14:00
Blocked,CHEM 300 1W1,Waiting List,1,,,
Restricted,CHEM 300 209,Lecture,2,Mon Wed Fri,9:00,10:00
,CHEM 300 GP2,Lecture,2,Thu,12:30,14:00
Restricted,CHEM 300 211,Lecture,2,Mon Wed Fri,11:00,12:00
,CHEM 300 GP2,Lecture,2,Thu,12:30,14:00
,CHEM 300 2W1,Waiting List,2,,,
,CHEM 301 109,Lecture,1,Mon Wed Fri,9:00,10:00
,CHEM 301 1W1,Waiting List,1,,,
,CHEM 302 209,Lecture,2,Mon Wed Fri,9:00,10:00
,CHEM 302 2W1,Waiting List,2,Mon Wed Fri,,
,CHEM 304 111,Lecture,1,Mon Wed Fri,11:00,12:00
,CHEM 304 T07,Tutorial,1,Thu,17:00,18:00
Blocked,CHEM 304 XMT,Tutorial,1,,,
,CHEM 304 1W1,Waiting List,1,Mon Wed Fri,,
,CHEM 305 211,Lecture,2,Mon Wed Fri,11:00,12:00
,CHEM 305 2W1,Waiting List,2,Mon Wed Fri,,
Restricted,CHEM 311 299,Lecture,2,Tue Thu,9:30,11:00
,CHEM 311 T02,Tutorial,2,Tue,11:00,12:00
Blocked,CHEM 311 XMT,Tutorial,2,,,
,CHEM 311 2W1,Waiting List,2,Tue Thu,,
,CHEM 312 199,Lecture,1,Tue Thu,9:30,11:00
,CHEM 312 1W1,Waiting List,1,Tue Thu,,
,CHEM 313 208,Lecture,2,Mon Wed Fri,8:00,9:00
,CHEM 313 2W1,Waiting List,2,Mon Wed Fri,,
,CHEM 315 1W1,Waiting List,1,,,
,CHEM 315 2W1,Waiting List,2,,,
